QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement
93,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,islocked,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_KEY_MSG
94,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,shared_resource_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_KEY_MSG
95,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,mayedit,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_KEY_MSG
96,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,active_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_KEY_MSG
97,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(lastmodifieddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_KEY_MSG.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_KEY_MSG file is according to the standard fomat"
98,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_KEY_MSG.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_KEY_MSG file is according to the standard fomat"
99,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,systemmodstamp,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct systemmodstamp) from src where (length(systemmodstamp) <24 or length(systemmodstamp) > 24),NA,NA,"BR : Length Pass check for ""systemmodstamp"" column in LDG_VEEVA_KEY_MSG.||Error resolution tip : Check if the length of ""systemmodstamp"" column in LDG_VEEVA_KEY_MSG file is according to the standard fomat"
100,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,company_product_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
101,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,controlled_substance_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
102,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
103,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,islocked,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
104,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,mayedit,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
105,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,no_cycle_plans_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
106,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,no_details_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
107,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,no_metrics_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
108,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,no_promo_items_vod__c,match_lov,Daily,Active,NA,NA,N,"'TRUE','FALSE'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
109,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,offlabel__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
110,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,pricing_rule_quantity_bound_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
111,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,refrigerated__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
112,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,require_key_message_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
113,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,restricted_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
114,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,sample_order_type__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
115,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,unapproved__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
116,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,user_aligned_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_PROD
117,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(lastmodifieddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_PROD.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_PROD file is according to the standard fomat"
118,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_PROD.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_PROD file is according to the standard fomat"
119,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,start_date__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct start_date__c) from src where (length(start_date__c) <10 or length(start_date__c) > 10),NA,NA,"BR : Length Pass check for ""start_date__c"" column in LDG_VEEVA_PROD.||Error resolution tip : Check if the length of ""start_date__c"" column in LDG_VEEVA_PROD file is according to the standard fomat"
120,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_PROD/,LDG_VEEVA_PROD,",",parquet,systemmodstamp,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct systemmodstamp) from src where (length(systemmodstamp) <24 or length(systemmodstamp) > 24),NA,NA,"BR : Length Pass check for ""systemmodstamp"" column in LDG_VEEVA_PROD.||Error resolution tip : Check if the length of ""systemmodstamp"" column in LDG_VEEVA_PROD file is according to the standard fomat"
121,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_RECORDTYPE/,LDG_VEEVA_RECORDTYPE,",",parquet,isactive,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_RECORDTYPE
122,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_RECORDTYPE/,LDG_VEEVA_RECORDTYPE,",",parquet,ispersontype,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_RECORDTYPE
123,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_RECORDTYPE/,LDG_VEEVA_RECORDTYPE,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(createddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_RECORDTYPE.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_RECORDTYPE file is according to the standard fomat"
124,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_RECORDTYPE/,LDG_VEEVA_RECORDTYPE,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_RECORDTYPE.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_RECORDTYPE file is according to the standard fomat"
125,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_RECORDTYPE/,LDG_VEEVA_RECORDTYPE,",",parquet,systemmodstamp,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct systemmodstamp) from src where (length(systemmodstamp) <24 or length(systemmodstamp) > 24),NA,NA,"BR : Length Pass check for ""systemmodstamp"" column in LDG_VEEVA_RECORDTYPE.||Error resolution tip : Check if the length of ""systemmodstamp"" column in LDG_VEEVA_RECORDTYPE file is according to the standard fomat"
126,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_SENT_EMAIL
127,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,islocked,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_SENT_EMAIL
128,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,mayedit,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_SENT_EMAIL
129,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,lilly_free_text_email__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_SENT_EMAIL
130,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_SENT_EMAIL.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_SENT_EMAIL file is according to the standard fomat"
131,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,last_activity_date_vod__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct last_activity_date_vod__c) from src where (length(last_activity_date_vod__c) <24 or length(last_activity_date_vod__c) > 24),NA,NA,"BR : Length Pass check for ""last_activity_date_vod__c"" column in LDG_VEEVA_SENT_EMAIL.||Error resolution tip : Check if the length of ""last_activity_date_vod__c"" column in LDG_VEEVA_SENT_EMAIL file is according to the standard fomat"
132,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,email_sent_date_vod__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct email_sent_date_vod__c) from src where (length(email_sent_date_vod__c) <24 or length(email_sent_date_vod__c) > 24),NA,NA,"BR : Length Pass check for ""email_sent_date_vod__c"" column in LDG_VEEVA_SENT_EMAIL.||Error resolution tip : Check if the length of ""email_sent_date_vod__c"" column in LDG_VEEVA_SENT_EMAIL file is according to the standard fomat"
133,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_SENT_EMAIL/,LDG_VEEVA_SENT_EMAIL,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(createddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_SENT_EMAIL.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_SENT_EMAIL file is according to the standard fomat"
134,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_TIME_OFF_TERR/,LDG_VEEVA_TIME_OFF_TERR,",",parquet,systemmodstamp,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct systemmodstamp) from src where (length(systemmodstamp) <24 or length(systemmodstamp) > 24),NA,NA,"BR : Length Pass check for ""systemmodstamp"" column in LDG_VEEVA_TIME_OFF_TERR.||Error resolution tip : Check if the length of ""systemmodstamp"" column in LDG_VEEVA_TIME_OFF_TERR file is according to the standard fomat"
135,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_TIME_OFF_TERR/,LDG_VEEVA_TIME_OFF_TERR,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_TIME_OFF_TERR.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_TIME_OFF_TERR file is according to the standard fomat"
136,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_TIME_OFF_TERR/,LDG_VEEVA_TIME_OFF_TERR,",",parquet, end_date__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct end_date__c) from src where (length(end_date__c) <10 or length(end_date__c) > 10),NA,NA,"BR : Length Pass check for ""end_date__c"" column in LDG_VEEVA_TIME_OFF_TERR.||Error resolution tip : Check if the length of ""end_date__c"" column in LDG_VEEVA_TIME_OFF_TERR file is according to the standard fomat"
137,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_TIME_OFF_TERR/,LDG_VEEVA_TIME_OFF_TERR,",",parquet,date_vod__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct date_vod__c) from src where (length(date_vod__c) <10 or length(date_vod__c) > 10),NA,NA,"BR : Length Pass check for ""date_vod__c"" column in LDG_VEEVA_TIME_OFF_TERR.||Error resolution tip : Check if the length of ""date_vod__c"" column in LDG_VEEVA_TIME_OFF_TERR file is according to the standard fomat"
138,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_USERS/,LDG_VEEVA_USERS,",",parquet,isactive,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_USERS.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_USERS file is according to the standard fomat"
139,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_USERS/,LDG_VEEVA_USERS,",",parquet,lastmodifieddate ,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_USERS.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_USERS file is according to the standard fomat"
140,Post,US_BR,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03 /02_OUTPUT_FILES/INGESTIONS/MASTER/LDG_HCP_TERR_ALIGNMENT/,hcp_rep_terr,|,parquet,rep_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"
select distinct customer_id,rep_id ,

salesforce_code
from rep_alignment
minus

select distinct customer_id,rep_id,salesforce_id from hcp_rep_terr",NA,NA,Not Applicable
141,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct s.suggestion_type 
from pri_sugg p
inner join sugg_map s
on p.metric_group_sk = s.metric_sk",NA,NA,Not Applicable
142,Post,US_BR,data/FIA_PO/REP_ALIGNMENT/sugg_posted_date=current_date/,src,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
  (select distinct customer_id from src
  where length(hcp_zip)<5) a",,,"DTT: Length check for ""hcp_zip"" column||Error resolution tip : Length of ""hcp_zip"" column should not be less than 5 characters."
143,Post,US_BR,data/FIA_PO/REP_ALIGNMENT/sugg_posted_date=current_date/,src,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
  (select distinct customer_id from src
  where hcp_zip is null) a",,,"DTT : Null check for ""hcp_zip"" column||Error resolution tip : ""hcp_zip"" column should not be Null."
144,Post,US_BR,data/FIA_PO/REP_ALIGNMENT/sugg_posted_date=current_date/,src,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"
select count(*) from
(
select distinct po1.customer_id, src.customer_id as rep_align_customer_id from
(select * from US_PORTFOLIO_OPTIMIZATION_OUTPUT where actual_count>0 and upper(trim(channel_id)) = 'CALL') po1
left join
src
on src.customer_id = po1.customer_id
and src.territory_sk = po1.geography_id
and src.product_id = po1.product_id
and src.salesforce_code = po1.sales_force_code
) x1
where x1.rep_align_customer_id  is null",NA,NA,PO : Warning : PO Output has HCP-Terr-Team-Prod values with >0 calls which are not present in PO Rep Alignment||Error resolution tip :If it exceeds check the PO Rep alignment file
145,Post,US_BR,data/FIA_PO/REP_ALIGNMENT/sugg_posted_date=current_date/,src,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"
select count(*) from
(
select distinct po1.customer_id, src.customer_id as rep_align_customer_id from
(select * from US_PORTFOLIO_OPTIMIZATION_OUTPUT where actual_count>0 and upper(trim(channel_id)) = 'VAE') po1
left join
src
on src.customer_id = po1.customer_id
and src.territory_sk = po1.geography_id
and src.product_id = po1.product_id
and src.salesforce_code = po1.sales_force_code
) x1
where x1.rep_align_customer_id  is null",NA,NA,PO : Warning : PO Output has HCP-Terr-Team-Prod values with >0 VAES which are not present in PO Rep Alignment||Error resolution tip :The threshold is 200. If it exceeds check the PO Rep alignment file
146,Post,US_BR,data/context_key=US_CONTEXT/source=rep_alignment/sugg_posted_date=current_date/,rep_alignment,|,parquet,rep_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct y1.channel_id,y1.sales_force_code, y1.call_position,cust_count,sum_of_actual,cust_total_count,sum_of_total_actual,
round((cust_count/cust_total_count)*100,2)||""%"" as percent_cust,	
round((sum_of_actual/sum_of_total_actual)*100,2)||""%"" as percent_actual	
from	
(	
select channel_id, sales_force_code, call_position,count(distinct customer_id) as cust_count,	
sum(actual_count) as sum_of_actual from	
(	
select  po1.*, src.customer_id rep_align_customer_id from	
(select * from US_PORTFOLIO_OPTIMIZATION_OUTPUT where actual_count>0 ) po1	
left join src	
on src.customer_id = po1.customer_id	
and src.territory_sk = po1.geography_id	
and src.product_id = po1.product_id	
and src.salesforce_code = po1.sales_force_code	
--and rep_id is not null	
) x1	
where x1.rep_align_customer_id  is  null 	
group by channel_id, sales_force_code, call_position	
) y1	
left join	
(	
select channel_id, sales_force_code, call_position,count(distinct customer_id) as cust_total_count,	
sum(actual_count) as sum_of_total_actual from	
(	
select  po1.*, src.customer_id rep_align_customer_id from	
(select * from US_PORTFOLIO_OPTIMIZATION_OUTPUT where actual_count>0 ) po1	
left join	
src	
on src.customer_id = po1.customer_id	
and src.territory_sk = po1.geography_id	
and src.product_id = po1.product_id	
and src.salesforce_code = po1.sales_force_code	
--and rep_id is not null	
) x1	
--where x1.rep_align_customer_id  is  null 	
group by channel_id, sales_force_code, call_position	
) y2 on y1.channel_id = y2.channel_id and y1.sales_force_code = y2.sales_force_code	
and y1.call_position = y2.call_position	
order by y1.channel_id, y1.sales_force_code, y1.call_position	",NA,NA,Not Applicable
147,Post,US_BR,data/context_key=US_CONTEXT/source=rep_alignment/sugg_posted_date=current_date/,rep_alignment,|,parquet,rep_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(distinct territory_sk) c1 from src
where rep_id is null",NA,NA,PO : This checks shows the number of vacant terr in Rep Alignment||Error resolution tip :Check the alignment if the count increases
148,Post,US_BR,data/context_key=US_CONTEXT/source=rep_alignment/sugg_posted_date=current_date/,rep_alignment,|,parquet,territory_sk,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(
select distinct geography_id from US_PORTFOLIO_OPTIMIZATION_OUTPUT
except
select distinct territory_sk from rep_alignment
) x1",NA,NA,PO : Warning: PO Output has geography_ids not present in Rep Alignment||Error resolution tip :Check the territory_sk in HCP_TERR
149,Post,US_BR,data/context_key=US_CONTEXT/source=rep_alignment/sugg_posted_date=current_date/,rep_alignment,|,parquet,territory_sk,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(
select distinct territory_sk from rep_alignment
except
select distinct geography_id from US_PORTFOLIO_OPTIMIZATION_OUTPUT
) x1",NA,NA,PO : Warning: Rep Alignment has territory_sks not present in PO Output||Error resolution tip :Check the territory_sk are present in PO Output HCP_TERR
150,Post,US_BR,data/context_key=US_CONTEXT/source=rep_alignment/sugg_posted_date=current_date/,rep_alignment,|,parquet,rep_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct y1.channel_id, y1.call_position,cust_count,	
sum_of_actual,cust_total_count, sum_of_total_actual, 	
round((cust_count/cust_total_count)*100,2)||""%"" as percent_cust,	
round((sum_of_actual/sum_of_total_actual)*100,2)||""%"" as percent_actual	
from	
(	
select channel_id, call_position,count(distinct customer_id) as cust_count,	
sum(actual_count) as sum_of_actual from	
(	
select  po1.*, src.customer_id rep_align_customer_id from	
(select * from US_PORTFOLIO_OPTIMIZATION_OUTPUT where actual_count>0 ) po1	
left join src	
on src.customer_id = po1.customer_id	
and src.territory_sk = po1.geography_id	
and src.product_id = po1.product_id	
and src.salesforce_code = po1.sales_force_code	
--and rep_id is not null	
) x1	
where x1.rep_align_customer_id  is  null 	
group by channel_id, call_position	
) y1	
left join	
(	
select channel_id, call_position,count(distinct customer_id) as cust_total_count,	
sum(actual_count) as sum_of_total_actual from	
(	
select  po1.*, src.customer_id rep_align_customer_id from	
(select * from US_PORTFOLIO_OPTIMIZATION_OUTPUT where actual_count>0 ) po1	
left join	
src	
on src.customer_id = po1.customer_id	
and src.territory_sk = po1.geography_id	
and src.product_id = po1.product_id	
and src.salesforce_code = po1.sales_force_code	
--and rep_id is not null	
) x1	
--where x1.rep_align_customer_id  is  null 	
group by channel_id, call_position	
) y2 on y1.channel_id = y2.channel_id 
and y1.call_position = y2.call_position	
order by y1.channel_id, y1.call_position	",NA,NA,Not Applicable
