Placeholder_text|Original_Text
Taltz_PsO_03_B|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Discover what is causing the HCP to&lt;b&gt; write more Cosentyx&lt;/b&gt;&lt;li&gt;Consider using the &lt;b&gt;MOA IVA or Formulary IVA&lt;/b&gt;&lt;li&gt;Remind the HCP that Taltz is &lt;b&gt;#1 prescribed IL-17&lt;/b&gt; in Derm and has the &lt;b&gt;best access&lt;/b&gt; in the IL-17 class in Dermatology&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Scalp and Nail&lt;li&gt;Efficacy H2H with the Humira attachment&lt;/ul&gt;
Taltz_PsO_03_C|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Discover&lt;b&gt; how the HCP is making treatment decisions&lt;/b&gt;&lt;li&gt;Ensure HCP understands who the right patient is for Taltz and the need for&lt;b&gt; rapid relief today and durable results tomorrow&lt;/b&gt;&lt;li&gt;Reinforce mean percent improvement data at week 2 and year 5 and then &lt;b&gt;differentiate from Tremfya on skin efficacy&lt;/b&gt; using the H2H trial data and real world data&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Patient Profile (and Challenging Body Areas)&lt;li&gt;Efficacy H2H with the Tremfya attachment&lt;/ul&gt;
Taltz_PsO_03_D|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Uncover &lt;b&gt;why the HCP is writing more Stelara&lt;/b&gt;&lt;li&gt;Setup Taylor and establish his&lt;b&gt; need for rapid and durable efficacy &lt;/b&gt;because everyday moments matter.&lt;li&gt;Reinforce &lt;b&gt;mean percent improvement data&lt;/b&gt; at week 2 and year 5 and address trade-offs associated with more frequent dosing.&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Efficacy H2H with the Stelara attachment&lt;li&gt;Efficacy with Rapid Durable attachment&lt;/ul&gt;
Taltz_PsO_03_E|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Discover what is the most&lt;b&gt; motivating factor for choosing Skyrizi&lt;/b&gt;&lt;li&gt;If &lt;b&gt;dosing frequency&lt;/b&gt; is a factor, ask the HCP how they are presenting options to the patient&lt;li&gt;Reinforce &lt;b&gt;mean percent improvement data&lt;/b&gt; at week 2 and year 5, address trade-offs associated with more frequent dosing, and share the real world data.&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Scalp and Nail&lt;li&gt;Free Text with Challenging Body Areas or Structure attachment&lt;/ul&gt;
Taltz_PsO_03_F|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Seek to understand &lt;b&gt;when the HCP is choosing Bimzelx&lt;/b&gt;&lt;li&gt;Use the &lt;b&gt;MOA IVA&lt;/b&gt; to show the differences between molecules in the IL-17 class &lt;li&gt;Reinforce &lt;b&gt;rapid and durable data&lt;/b&gt; and the established &lt;b&gt;safety profile of Taltz&lt;/b&gt;, including low rates of oral candidiasis through 5 years, no warning for suicidal ideation, and no requirement for liver monitoring.&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Free Text with Safety attachment&lt;li&gt;Scalp and Nail&lt;/ul&gt;
Taltz_PsO_04|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Utilize Taylor&#39;s profile to remind HCP that &lt;b&gt;everyday moments are important&lt;/b&gt; and Taltz provides &lt;b&gt;rapid relief today and durable results tomorrow&lt;/b&gt;&lt;li&gt;Reinforce &lt;b&gt;mean percent improvement data&lt;/b&gt; at week 2 and year 5, address &lt;b&gt;trade-offs associated with more frequent dosing&lt;/b&gt;, and share the &lt;b&gt;real-world data.&lt;/b&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Scalp and Nail&lt;li&gt;Free Text with Structure fragment&lt;/ul&gt;
Taltz_PsO_08|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Ensure HCP is aware of the Zepbound Savings for Taltz Patients program&lt;li&gt;Reinforce that the eligibility criteria must be met, which means that only patients with commercial coverage, which covers Taltz, are eligible for the program and governmental beneficiaries are excluded (in addition to all other requirements).&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Zepbound Savings for Taltz Patients&lt;/ul&gt;
Taltz_PsA_03_A|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Seek to understand how the HCP &lt;b&gt;differentiates between IL-17s&lt;/b&gt;&lt;li&gt;Setup Michelle and establish her need for &lt;b&gt;rapid and sustained efficacy&lt;/b&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;MDA (Minimal Disease Activity)&lt;/ul&gt;
Taltz_PsA_03_B|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Determine the reasons behind the &lt;b&gt;recent change in prescribing behavior&lt;/b&gt;&lt;li&gt;Reinforce the &lt;b&gt;Today and Tomorrow &lt;/b&gt;messaging strategy&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;MDA (Minimal Disease Activity)&lt;li&gt;Radiographic Progression&lt;/ul&gt;
Taltz_PsA_03_C|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Discover what kind of &lt;b&gt;joint improvement&lt;/b&gt; the HCP expects from an IL-23&lt;li&gt;Ensure awareness regarding Taltz's &lt;b&gt;radiographic progression data&lt;/b&gt; and &lt;b&gt;indications in axSpA&lt;/b&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;IL-23 Comparison&lt;/ul&gt;
Taltz_PsA_03_D|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Discover what kind of &lt;b&gt;joint improvement&lt;/b&gt; the HCP expects from an IL-23&lt;li&gt;Ensure awareness regarding Taltz's &lt;b&gt;radiographic progression data&lt;/b&gt; and &lt;b&gt;indications in axSpA&lt;/b&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;IL-23 Comparison&lt;/ul&gt;
Taltz_PsA_03_E|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Probe on how often the HCP sees patients with PsA &lt;b&gt;wihtout skin involvement&lt;/b&gt;&lt;li&gt;&lt;b&gt;Remind of Rinoq's PI&lt;/b&gt; - boxed warning and PsA indication only following TNF&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Rapid and Sustained Efficacy in Joints and Skin&lt;li&gt;Long Term Safety&lt;/ul&gt;
Taltz_PsA_03_F|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Seek to understand how the HCP &lt;b&gt;differentiates between IL-17s&lt;/b&gt;&lt;li&gt;Setup Michelle and establish her need for &lt;b&gt;rapid and sustained efficacy&lt;/b&gt;&lt;li&gt;Proactively share &lt;b&gt;Taltz safety message&lt;/b&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Rapid and Sustained Efficacy in Joints and Skin&lt;li&gt;Long Term Safety&lt;/ul&gt;
Olumiant_AA_08|&lt;br&gt;&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Seek to understand the reasons for prescribing a JAKi for adults with severe AA, including &lt;b&gt;perceptions of Leqselvi and Olumiant&lt;/b&gt;&lt;li&gt;Address the belief & expand the value gap by sharing the relevant differentiation attributes of Olumiant through &lt;b&gt;GROW dialogue:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;1. Meaningful & Sustained hair &lt;b&gt;regrowth&lt;/b&gt; across 3 areas of hair loss&lt;li&gt;2. Established &lt;b&gt;Safety Profile&lt;/b&gt; with significant patient experience&lt;li&gt;3. Flexible &lt;b&gt;Once daily&lt;/b&gt; dosing&lt;li&gt;4. Best in &lt;b&gt;Class commerical access&lt;/b&gt;&lt;/ul&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended VAEs:&lt;/b&gt;&lt;ul&gt;&lt;li&gt;Sustained Response Rates -2023&lt;li&gt;Safety&lt;li&gt;Commercial Access&lt;/ul&gt;
OBUDT_JAY_CLL_1|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Gain insight&lt;/b&gt; into the HCP&#39;s experience with Jaypirca so far, and if they have had the opportunity to start a new patient recently.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; when the HCP will be following-up with the patient and what their expectations are at that time.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; what patient initiation support the office prefers and which Jaypirca offerings may be helpful.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Savings and Support Fragment)&lt;br&gt;&lt;li&gt;Jaypirca LOSC Leave Behind&lt;br&gt;&lt;li&gt;If requested for a specific patient, voucher (print or VAE) or sample&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_10|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; how the HCP manages a patient with CLL once they suspect they are progressing.&lt;br&gt;&lt;li&gt;&lt;b&gt;Review&lt;/b&gt; the Jaypirca Target Patient, David, and &lt;b&gt;inquire&lt;/b&gt; if the HCP is currently treating any patients with CLL who are similar to David.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; the efficacy Jaypirca demonstrated and what it could mean for a patient like David.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Target Patient Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Efficacy Leave Behind&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_11|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; the HCP&#39;s experience with Jaypirca so far;&lt;b&gt; reinforce&lt;/b&gt; why the HCP chose Jaypirca in the first place.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; when the HCP will be following-up with the patient and what their expectations are at that time.&lt;br&gt;&lt;li&gt;&lt;b&gt;Explore&lt;/b&gt; strategies to assist the HCP in delivering personalized solutions to potential side effects.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; what patient initiation support the office prefers and which of Jaypirca&#39;s offerings may be helpful.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Jaypirca LOSC Digital Leave Behind&lt;br&gt;&lt;li&gt;Free Text VAE (Savings &amp; Support Fragment)&lt;br&gt;&lt;li&gt;Dosing and Administration Guide&lt;br&gt;&lt;li&gt;If requested for a specific patient, voucher (print or VAE) or sample&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_12|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; the HCP&#39;s experience with Jaypirca so far; &lt;b&gt;reinforce&lt;/b&gt; why the HCP chose Jaypirca in the first place.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; when the HCP will be following-up with the patient and what their expectations are at that time.&lt;br&gt;&lt;li&gt;&lt;b&gt;Explore&lt;/b&gt; strategies to assist the HCP in delivering personalized solutions to potential side effects. &lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; what patient initiation support the office prefers and which of Jaypirca&#39;s offerings may be helpful. &lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Jaypirca LOSC Digital Leave Behind&lt;br&gt;&lt;li&gt;Free Text VAE (Savings &amp; Support Fragment) &lt;br&gt;&lt;li&gt;Dosing and Administration Guide&lt;br&gt;&lt;li&gt;If requested for a specific patient, voucher (print or VAE) or sample &lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_13|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; how the HCP manages side effects of cBTKis for patiets with CLL.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; the Jaypirca Target Patient and the efficacy results that he may experience with Jaypirca.&lt;br&gt;&lt;li&gt;&lt;b&gt;Share&lt;/b&gt; that Jaypirca is an NCCN Category 2A Recommended Treatment.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;NCCN Guidelines VAE&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Target Patient Fragment)&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_2|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Remind&lt;/b&gt; the HCP that Jaypirca works differently from covalent BTKi&#39;s in where and how it binds.&lt;br&gt;&lt;li&gt;&lt;b&gt;Build confidence&lt;/b&gt; in the HCP, highlighting the efficacy that Jaypirca can offer patients who&#39;ve been previously treated with a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt;Share&lt;/b&gt; that Jaypirca is an NCCN Category 2A Recommended Treatment.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (MOA fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy fragment)&lt;br&gt;&lt;li&gt;NCCN Guidelines VAE or Leave Behind&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_3|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; what the HCP has historically done for a patient with CLL who has progressed through their first two lines of therapy (including a BTKi and a BCL2i), and what goals they had for that patient.&lt;br&gt;&lt;li&gt;&lt;b&gt;Remind&lt;/b&gt; the HCP of Jaypirca&#39;s indication for patients with CLL after 2 lines of therapy, including a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; the efficacy that Jaypirca can offer patients with CLL who&#39;ve been previously treated with a BTKi and a BCL2i.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Efficacy Leave Behind&lt;br&gt;&lt;li&gt;Free Text VAE (Target Patient Fragment)&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_4|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; how the HCP manages a patient with CLL who is taking a BCL2i once they suspect they are progressing or becoming intolerant.&lt;br&gt;&lt;li&gt;&lt;b&gt;Instill confidence&lt;/b&gt; in the HCP, highlighting the efficacy that Jaypirca can offer patients who&#39;ve been previously treated with a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; Jaypirca&#39;s once daily oral dosing, which may be meaningful to a patient like David.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Dosing Fragment)&lt;br&gt;&lt;li&gt;Efficacy Leave Behind&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_5|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Discover&lt;/b&gt; in what line the HCP typically chooses a cBTKi vs a BCL2i and why.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; Jaypirca as a potential next treatment option for patients with CLL after 2 lines of treatment, including a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt; Remind&lt;/b&gt; the HCP that Jaypirca works differently from covalent BTKi&#39;s, and &lt;b&gt;discuss&lt;/b&gt; the efficacy it can offer.&lt;br&gt;&lt;li&gt;&lt;b&gt;Share&lt;/b&gt; that Jaypirca is an NCCN Category 2A Recommended Treatment.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;NCCN Guidelines VAE or Leave Behind&lt;br&gt;&lt;li&gt;Free Text VAE (MOA Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Safety Fragment)&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_6|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; what the HCP has historically done for a patient with CLL who has progressed through a BTKi and a BCL2i and what goals they had for that patient.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; what challenges the HCP faces when a BTKi and a BCL2i are no longer an option for a patient with CLL.&lt;br&gt;&lt;li&gt;&lt;b&gt;Instill confidence&lt;/b&gt; in the HCP, highlighting the efficacy that Jaypirca can offer patients who&#39;ve been previously treated with a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt;Share&lt;/b&gt; that Jaypirca is an NCCN Category 2A Recommended Treatment.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt; &lt;ul&gt;&lt;li&gt;Unbranded MCL/CLL Education Leave Behind&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Efficacy Leave Behind&lt;br&gt;&lt;li&gt;NCCN Guidelines VAE or Leave Behind&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_7|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; how the HCP manages a patient with CLL who is progressing while being treated with a cBTKi.&lt;br&gt;&lt;li&gt;&lt;b&gt;Instill confidence&lt;/b&gt; in the HCP, highlighting the efficacy that Jaypirca can offer patients who&#39;ve been previously treated with a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;Share that Jaypirca is an NCCN Category 2A Recommended Treatment. &lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Target Patient Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;NCCN Guidelines VAE or Leave Behind&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_8|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; what expectations the HCP has for this regimen, including what treatments the HCP would consider next.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; the Jaypirca target patient, who is progressing after treatment with with two prior lines of therapy including a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt;Instill confidence&lt;/b&gt; in the HCP, highlighting the efficacy that Jaypirca can offer patients who&#39;ve been previously treated with a BTKi and a BCL2i.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Target Patient Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Efficacy Leave Behind&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_9|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; how the HCP manages a patient with CLL who is progressing following a treatment-free interval after taking a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt;Instill confidence&lt;/b&gt; in the HCP, highlighting the efficacy that Jaypirca can offer patients who&#39;ve been previously treated with a BTKi and a BCL2i.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; Jaypirca&#39;s once daily oral dosing, which may be meaningful to a patient like David.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Dosing Fragment)&lt;br&gt;&lt;li&gt;Efficacy Leave Behind&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_CLL_MCL_1|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt; &lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; the HCP&#39;s typical algorithm for a patient following a cBTKi; for a patient with CLL, &lt;b&gt;discover&lt;/b&gt; in what line the HCP typically chooses a cBTKi vs a BCL2i and why.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; the doctor&#39;s experience with Jaypirca in a real patient.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discuss&lt;/b&gt; Jaypirca&#39;s efficacy and safety data in the context of a real patient they have treated or are currently treating.&lt;br&gt;&lt;li&gt;&lt;b&gt;Share&lt;/b&gt; that Jaypirca is an NCCN Category 2A Recommended Treatment.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;NCCN Guidelines VAE or Leave Behind&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Safety Fragment)&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_MCL_1|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Remind&lt;/b&gt; the HCP that Jaypirca works differently from covalent BTKis in where and how it binds.&lt;br&gt;&lt;li&gt;&lt;b&gt;Build confidence&lt;/b&gt; in the HCP, highlighting the efficacy that Jaypirca can offer patients with R/R MCL previously treated with a BTKi.&lt;br&gt;&lt;li&gt;&lt;b&gt;Share&lt;/b&gt; that Jaypirca is an NCCN Category 2A Recommended Treatment.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (MOA fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy fragment)&lt;br&gt;&lt;li&gt;NCCN Guidelines VAE&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_MCL_2|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; the HCP&#39;s typical algorithm for a patient following a cBTKi, and if/when they consider rechallenging with a cBTKi.&lt;br&gt;&lt;li&gt;&lt;b&gt;Remind&lt;/b&gt; the HCP of Jaypirca&#39;s indication for patients with MCL after 2 lines of systemic therapy, including a BTKi.&lt;br&gt;&lt;li&gt;&lt;b&gt;Remind&lt;/b&gt; the HCP that Jaypirca works differently from covalent BTKis, and &lt;b&gt;discuss&lt;/b&gt; the efficacy it can offer.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (MOA Fragment)&lt;br&gt;&lt;li&gt;Free Text VAE (Efficacy Fragment)&lt;br&gt;&lt;li&gt;NCCN Guidelines VAE&lt;br&gt;&lt;/ul&gt;
OBUDT_JAY_MCL_3|&lt;br&gt;Recommended Discussion Topics:&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Gain insight&lt;/b&gt; into the HCP&#39;s experience with Jaypirca so far, and if they have had the opportunity to start a new patient recently.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; when the HCP will be following-up with the patient and what their expectations are at that time.&lt;br&gt;&lt;li&gt;&lt;b&gt;Discover&lt;/b&gt; what patient initiation support the office prefers and which Jaypirca offerings may be helpful.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;Recommended Resources:&lt;br&gt;&lt;ul&gt;&lt;li&gt;Free Text VAE (Savings and Support Fragment)&lt;br&gt;&lt;li&gt;Jaypirca LOSC Digital Leave Behind&lt;br&gt;&lt;li&gt;If requested for a specific patient, voucher (print or VAE) or sample&lt;br&gt;&lt;/ul&gt;
