QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement,ES
81,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/ml_models/nba/TALTZ_DERM_3D/nbaDemographic/,demog,",",csv,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select  sum(SPCLTY_OTHER),sum(SPCLTY_DERM), sum(TALTZ_GOOD_PAYER_ACCESS_DERM_H),sum(TALTZ_GOOD_PAYER_ACCESS_DERM_L),sum(TALTZ_GOOD_PAYER_ACCESS_DERM_M),
sum(TALTZ_GOOD_PAYER_ACCESS_DERM_N) , sum(IS_DERM_TARGET_Y),sum(IS_DERM_TARGET_N) , sum(final_pff_affinity_h),sum(final_pff_affinity_l),sum(final_pff_affinity_m),sum(final_pff_affinity_unknown),
sum(final_pff_affinity_vh),sum(final_pff_affinity_vl), sum(final_pr_affinity_h),sum(final_pr_affinity_l),
sum(final_pr_affinity_vh),sum(final_pr_affinity_vl), sum(final_dph_affinity_h),sum(final_dph_affinity_l),sum(final_dph_affinity_m),sum(final_dph_affinity_unknown),
sum(final_dph_affinity_vh),sum(final_dph_affinity_vl),sum(final_access_accessible),sum(final_access_inaccessible),sum(final_access_not_rated),sum(final_access_unknown) from src",,,Not Applicable, Validate distinct LOVs #2
82,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/nba_history/job_id=dynamic_JOB_ID/,nba_history,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select min(cadence), max (cadence) from src",,,Not Applicable, Validate cadence for NBA history
83,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/nba_history/job_id=dynamic_JOB_ID/,nba_history,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select count (distinct customer_id) from src
union all
select count(distinct ml.customer_id)
from 
(select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_output lateral view explode(mloutput.recommendation) m as ml) ml
left join tactic_suppressed_recommendations sr
on ml.customer_id = sr.customer_id
and from_unixtime(unix_timestamp(ml.cadence,'MM/dd/yyyy'),'yyyy-MM-dd') = sr.cadence
and ml.channel = sr.channel_id and ml.content = sr.content_type_id
where  from_unixtime(unix_timestamp(ml.cadence,'MM/dd/yyyy'),'yyyy-MM-dd')<= 'DQM_CADENCE_END_DATE'
and sr.customer_id is null",,,Not Applicable, Validate HCP count in NBA history
84,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/ml_models/nba/TALTZ_DERM_3D/nbaDemographic/,demog,",",csv,sales,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select 'DEMOG_SALES' as sales ,sum(IL17_MKT_NBRX) as IL17_MKT_NBRX from src
union all
select 'INPUT_SALES' as sales ,sum(IL17_MKT_NBRX) as IL17_MKT_NBRX from sales_derm where
`DATE` >= (select date_sub(date_sub(max(`DATE`),0),182) from sales_derm)
and `DATE` <= (select date_sub(max(`date`),0) from sales_derm)",,,Not Applicable,Validate Demog Sales vs Input Sales
85,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/ML_OUTPUT/job_id=dynamic_JOB_ID/,ml_output,",",parquet,channel,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from (
select distinct channel,from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'u') as day_num from (select customer_id,ml.`date` as cadence,
ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from src
lateral view explode(mloutput.recommendation) m as ml) ml) a
where channel in ('F2F_CALL','VEEVA_EMAIL','HQ_EMAIL') and day_num not in ('1','2','3','4','5')
and channel in ('DOXIMITY_DOCSPOT','DOXIMITY_ALERT','EPOCRATES_ALERT') and day_num not in ('3')
and channel in ('MEDSCAPE_EMAIL','MEDSCAPE_ALERT','MEDSCAPE_POC') and day_num not in ('4')",,,Error: Blackout dates violated,Validate blackout dates are applied (OMNICHANN-2411)
86,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/interaction_history/,interaction_history,",",parquet,channel_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from (
select distinct channel_id,tactic_id,content_id,content_type_id,message_type from
(select distinct channel_id,content_type_id,content_id from src) interaction_history 
left join soa on soa.tactic_id = content_id
where channel_id in ('HQ_EMAIL','DOXIMITY_ALERT','MEDSCAPE_EMAIL','MEDSCAPE_ALERT','EPOCRATES_ALERT','MEDSCAPE_POC','DOXIMITY_DOCSPOT')) a
where tactic_id <> content_id",,,Error: Violation in content id mapped in interaction history,Validate content id mapped in interaction history (OMNICHANN-2421/ OMNICHANN-2422)
87,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/interaction_history/,interaction_history,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select (count(distinct c1 ) - 1) as c2 from 
(
select count(DISTINCT LILLY_PERSON_ID) as c1 from ldg_derm_tgt where indication_id='DS150'
union all
select count(*) as c1 from hcp_universe
union all 
select count(distinct customer_id) as c1 from src
union all
select count(distinct customer_id) as c1 from hcp_universe
union all
select count(*) as c1 from demog
union all
select count(distinct customer_id) as c1 from demog
)a",,,Error: Violation in unique count of HCP ( Lilly person ID) in target table as they are not matching with source target lists ,Validate unique count of HCP ( Lilly person ID) in target table are matching with source target lists 
88,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"select a.cnt1 - b.cnt2 from (
select 'FINAL OUTPUT',count(*) as cnt1, 1 as joinn from src where brand = ""TALTZ_PSORIASIS"")a
join 
(
select 'SUM OF INTERMEDIATE OUTPUT',sum(c) as cnt2, 1 as joinn  from (
select count(*) as c from medscape_alert_derm
union
select count(*) as c from medscape_email_derm
union
select count(*) as c from doximity_alert_derm
union
select count(*) as c from medscape_poc_derm
union
select count(*) as c from doximity_docspot_derm
union
select count(*) as c from epocrates_alert_derm
union
select count(*) as c from hq_email_derm) a
) b on a.joinn = b.joinn",,,Error: Issue in # of records in SFMC extract ,Validate # of records in SFMC extract 
89,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Random_Tactics_assignment_post_suppression/,random_tactic_assignment,",",parquet,,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select a1.cnt1 - b1.cnt2 from (
select count(*) as cnt1, 1 as joinn from(
SELECT distinct channel_id,content_type_id,cadence
FROM src) a
)a1
join
(
select count(*) as cnt2, 1 as joinn from (
select distinct channel,content, cadence
from  (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_output lateral view explode(mloutput.recommendation) m as ml) ml
where channel in ('HQ_EMAIL','DOXIMITY_ALERT','MEDSCAPE_ALERT','MEDSCAPE_EMAIL','EPOCRATES_ALERT','VEEVA_EMAIL','MEDSCAPE_POC','DOXIMITY_DOCSPOT')
and  from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'yyyy-MM-dd')<=  'DQM_CADENCE_END_DATE'
and rationale = 'AI_DRIVEN') b
)b1
on a1.joinn = b1.joinn",,,Error: Mismatch in # of records in random tactics and ml_ouptput,Validate TSL
90,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/nba_out/job_id=dynamic_JOB_ID/,nba_out,",",parquet,count,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select a.cnt1 - b.cnt2 from (
select count(*) as cnt1, 1 as joinn from src)a
join (
select count(distinct action_id) as cnt2 , 1 as joinn from src
)b on a.joinn = b.joinn",,,Error: Duplication in verso recommendation id, Validation no duplication in verso recommendation id
91,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/nba_out/job_id=dynamic_JOB_ID/,nba_out,",",parquet,loc,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select a.cnt1 - b.cnt2 from 
(select '1' as joinn,count(*) as cnt1 from src where  cadence<=""DQM_CADENCE_END_DATE 00:00:00.0"")a
join
(select '1' as joinn , count(*) as cnt2 from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_output lateral view explode(mloutput.recommendation) m as ml) ml 
where  from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'yyyy-MM-dd')<=  'DQM_CADENCE_END_DATE')b
on a.joinn = b.joinn",,,Error:   Drop b/w hdfs ml out and s3 ml out (post content selection), Validate there is no drop b/w hdfs ml out and s3 ml out (post content selection)
92,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,sfmc_count,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"select a.cnt2 - b.cnt1 from
(select '1' as joinn, count(*) as cnt2 from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_out_derm
 lateral view explode(mloutput.recommendation) m as ml) ml  where rationale = 'AI_DRIVEN'
and channel in ('HQ_EMAIL','DOXIMITY_ALERT','MEDSCAPE_ALERT','MEDSCAPE_EMAIL','EPOCRATES_ALERT','MEDSCAPE_POC','DOXIMITY_DOCSPOT')
and  from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'yyyy-MM-dd')<=  'DQM_CADENCE_END_DATE'
)a
join
(select '1' as joinn, count(*) as cnt1 from src where upper(brand) ='TALTZ_PSORIASIS'
)b
on a.joinn = b.joinn",,,Error: Mismatch in # of records in sfmc  Ouput and ML_out,Validate SFMC Extract o/p with ml_out
93,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"select a1.cnt1 - b1.cnt2 from
(
select 'SUM OF INTERMEDIATE OUTPUT',sum(c) as cnt1 , '1' as joinn from (
select count(*) as c from medscape_alert_derm
union  
select count(*) as c from medscape_email_derm
union
select count(*) as c from doximity_alert_derm
union  
select count(*) as c from hq_email_derm
union 
select count(*) as c from medscape_poc_derm
union 
select count(*) as c from doximity_docspot_derm) a
)a1
join (
select 'FINAL OUTPUT',count(*) as cnt2, '1' as joinn from src where upper(brand) = ""TALTZ_PSORIASIS"")
b1
on a1.joinn = b1.joinn",,,Error: Mismatch in sfmc final Ouput and Intermediate Ouptut,Validate SFMC Extract o/p and I/P
94,Post,NBA_EMG,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/suppressed_recommendations/DQM_CADENCE_START_DATE/Job_Id=dynamic_JOB_ID/,tactic_suppressed_recommendations,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select 'Source_count' as Name,count(*) from tactic_before_suppression s
union all
select 'Final_recommendation_count' as Name,count(s.customer_id)
from random_tactic_assignment s  
union all
select  'Dropped_recommendation_count' as name, count(s.customer_id) 
from src s  ",,,Not Applicable,SIT: Validate TSL (OMNICHANN-0000)
95,Post,NBA_EMG,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Interaction_History_Updated/,interaction_history_updated,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select *
from random_tactic_assignment ps
join
(
select ihu.customer_id,ihu.channel_id,ihu.content_id,ihu.content_type_id
from tactic_before_suppression rta
left join src ihu
on rta.customer_id = ihu.customer_id
and rta.channel_id = ihu.channel_id
and rta.content_type_id = ihu.content_type_id
and rta.assigned_tactic = ihu.content_id
where  cast(first_engagement_date as date) >= date_sub('DQM_CADENCE_START_DATE',28)
) ite
on ps.customer_id=ite.customer_id
and ps.channel_id=ite.channel_id
and ps.content_type_id=ite.content_type_id
and ps.assigned_tactic=ite.content_id",,,Not Applicable,SIT: Validate TSL (OMNICHANN-0000)
